datetime,indicator_name,indicator_dimension,value
2024-06-10 08:40:00,PM10,ug/m3,12.3863
2024-06-10 08:40:00,NO₂,ppm,3.9333
2024-06-10 08:40:00,CO,ppm,0.002
2024-06-10 09:00:00,Temperature,°C,12.574
2024-06-10 09:00:00,Humidity,%,43.5615
2024-06-10 09:00:00,Pressure,Pa,99105.1285
2024-06-10 09:00:00,PM2.5,ug/m3,4.379
2024-06-10 09:00:00,PM10,ug/m3,10.817
2024-06-10 09:00:00,NO₂,ppm,3.961
2024-06-10 09:00:00,CO,ppm,0.002
2024-06-10 09:20:00,Temperature,°C,12.3479
2024-06-10 09:20:00,Humidity,%,44.1732
2024-06-10 09:20:00,Pressure,Pa,99121.6511
2024-06-10 09:20:00,PM2.5,ug/m3,4.5589
2024-06-10 09:20:00,PM10,ug/m3,11.3858
2024-06-10 09:20:00,NO₂,ppm,3.949
2024-06-10 09:20:00,CO,ppm,0.002
2024-06-10 09:40:00,Temperature,°C,12.4453
2024-06-10 09:40:00,Humidity,%,43.3889
2024-06-10 09:40:00,Pressure,Pa,99145.8989
2024-06-10 09:40:00,PM2.5,ug/m3,4.1211
2024-06-10 09:40:00,PM10,ug/m3,10.0863
2024-06-10 09:40:00,NO₂,ppm,3.933
2024-06-10 09:40:00,CO,ppm,0.002
2024-06-10 10:00:00,Temperature,°C,12.3789
2024-06-10 10:00:00,Humidity,%,42.2868
2024-06-10 10:00:00,Pressure,Pa,99168.3868
2024-06-10 10:00:00,PM2.5,ug/m3,4.7447
2024-06-10 10:00:00,PM10,ug/m3,10.9405
2024-06-10 10:00:00,NO₂,ppm,3.9639
2024-06-10 10:00:00,CO,ppm,0.002
2024-06-10 10:20:00,Temperature,°C,12.3468
2024-06-10 10:20:00,Humidity,%,42.1795
2024-06-10 10:20:00,Pressure,Pa,99190.0774
2024-06-10 10:20:00,PM2.5,ug/m3,5.4389
2024-06-10 10:20:00,PM10,ug/m3,11.3926
2024-06-10 10:20:00,NO₂,ppm,3.9504
2024-06-10 10:20:00,CO,ppm,0.002
2024-06-10 10:40:00,Temperature,°C,12.228
2024-06-10 10:40:00,Humidity,%,42.2715
2024-06-10 10:40:00,Pressure,Pa,99203.2785
2024-06-10 10:40:00,PM2.5,ug/m3,4.987
2024-06-10 10:40:00,PM10,ug/m3,12.1445
2024-06-10 10:40:00,NO₂,ppm,4.0037
2024-06-10 10:40:00,CO,ppm,0.002
2024-06-10 11:00:00,Temperature,°C,12.61
2024-06-10 11:00:00,Humidity,%,42.0958
2024-06-10 11:00:00,Pressure,Pa,99208.2563
2024-06-10 11:00:00,PM2.5,ug/m3,5.3526
2024-06-10 11:00:00,PM10,ug/m3,11.4363
2024-06-10 11:00:00,NO₂,ppm,3.9059
2024-06-10 11:00:00,CO,ppm,0.002
2024-06-10 11:20:00,Temperature,°C,12.9232
2024-06-10 11:20:00,Humidity,%,42.0568
2024-06-10 11:20:00,Pressure,Pa,99215.7779
2024-06-10 11:20:00,PM2.5,ug/m3,5.4632
2024-06-10 11:20:00,PM10,ug/m3,12.7726
2024-06-10 11:20:00,NO₂,ppm,3.866
2024-06-10 11:20:00,CO,ppm,0.002
2024-06-10 11:40:00,Temperature,°C,13.1595
2024-06-10 11:40:00,Humidity,%,41.2479
2024-06-10 11:40:00,Pressure,Pa,99223.19
2024-06-10 11:40:00,PM2.5,ug/m3,4.8705
2024-06-10 11:40:00,PM10,ug/m3,11.3979
2024-06-10 11:40:00,NO₂,ppm,3.8264
2024-06-10 11:40:00,CO,ppm,0.002
2024-06-10 12:00:00,Temperature,°C,13.1244
2024-06-10 12:00:00,Humidity,%,40.87
2024-06-10 12:00:00,Pressure,Pa,99226.0133
2024-06-10 12:00:00,PM2.5,ug/m3,4.9344
2024-06-10 12:00:00,PM10,ug/m3,11.9761
2024-06-10 12:00:00,NO₂,ppm,3.8647
2024-06-10 12:00:00,CO,ppm,0.002
2024-06-10 12:20:00,Temperature,°C,13.2821
2024-06-10 12:20:00,Humidity,%,35.7011
2024-06-10 12:20:00,Pressure,Pa,99222.9374
2024-06-10 12:20:00,PM2.5,ug/m3,3.0279
2024-06-10 12:20:00,PM10,ug/m3,8.8326
2024-06-10 12:20:00,NO₂,ppm,4.0365
2024-06-10 12:20:00,CO,ppm,0.002
2024-06-10 12:40:00,Temperature,°C,13.6911
2024-06-10 12:40:00,Humidity,%,30.3832
2024-06-10 12:40:00,Pressure,Pa,99219.6121
2024-06-10 12:40:00,PM2.5,ug/m3,2.1516
2024-06-10 12:40:00,PM10,ug/m3,7.5174
2024-06-10 12:40:00,NO₂,ppm,4.1718
2024-06-10 12:40:00,CO,ppm,0.002
2024-06-10 13:00:00,Temperature,°C,13.9358
2024-06-10 13:00:00,Humidity,%,26.9174
2024-06-10 13:00:00,Pressure,Pa,99224.7895
2024-06-10 13:00:00,PM2.5,ug/m3,1.6368
2024-06-10 13:00:00,PM10,ug/m3,7.6674
2024-06-10 13:00:00,NO₂,ppm,4.3028
2024-06-10 13:00:00,CO,ppm,0.002
2024-06-10 13:20:00,Temperature,°C,14.1753
2024-06-10 13:20:00,Humidity,%,24.1295
2024-06-10 13:20:00,Pressure,Pa,99236.0526
2024-06-10 13:20:00,PM2.5,ug/m3,1.2579
2024-06-10 13:20:00,PM10,ug/m3,5.1442
2024-06-10 13:20:00,NO₂,ppm,4.442
2024-06-10 13:20:00,CO,ppm,0.002
2024-06-10 13:40:00,Temperature,°C,14.2779
2024-06-10 13:40:00,Humidity,%,21.6268
2024-06-10 13:40:00,Pressure,Pa,99229.6195
2024-06-10 13:40:00,PM2.5,ug/m3,1.3311
2024-06-10 13:40:00,PM10,ug/m3,4.2258
2024-06-10 13:40:00,NO₂,ppm,4.5872
2024-06-10 13:40:00,CO,ppm,0.002
2024-06-10 14:00:00,Temperature,°C,14.4374
2024-06-10 14:00:00,Humidity,%,20.4847
2024-06-10 14:00:00,Pressure,Pa,99232.0611
2024-06-10 14:00:00,PM2.5,ug/m3,1.5647
2024-06-10 14:00:00,PM10,ug/m3,5.3105
2024-06-10 14:00:00,NO₂,ppm,4.6264
2024-06-10 14:00:00,CO,ppm,0.002
2024-06-10 14:20:00,Temperature,°C,14.295
2024-06-10 14:20:00,Humidity,%,21.1272
2024-06-10 14:20:00,Pressure,Pa,99233.2339
2024-06-10 14:20:00,PM2.5,ug/m3,1.8283
2024-06-10 14:20:00,PM10,ug/m3,7.1461
2024-06-10 14:20:00,NO₂,ppm,4.735
2024-06-10 14:20:00,CO,ppm,0.002
2024-06-10 14:40:00,Temperature,°C,14.2179
2024-06-10 14:40:00,Humidity,%,22.2926
2024-06-10 14:40:00,Pressure,Pa,99229.5174
2024-06-10 14:40:00,PM2.5,ug/m3,2.0511
2024-06-10 14:40:00,PM10,ug/m3,10.1489
2024-06-10 14:40:00,NO₂,ppm,4.6514
2024-06-10 14:40:00,CO,ppm,0.002
2024-06-10 15:00:00,Temperature,°C,14.1005
2024-06-10 15:00:00,Humidity,%,22.4405
2024-06-10 15:00:00,Pressure,Pa,99232.5705
2024-06-10 15:00:00,PM2.5,ug/m3,2.0975
2024-06-10 15:00:00,PM10,ug/m3,6.547
2024-06-10 15:00:00,NO₂,ppm,4.7216
2024-06-10 15:00:00,CO,ppm,0.002
2024-06-10 15:20:00,Temperature,°C,14.1478
2024-06-10 15:20:00,Humidity,%,22.8467
2024-06-10 15:20:00,Pressure,Pa,99228.3361
2024-06-10 15:20:00,PM2.5,ug/m3,2.4056
2024-06-10 15:20:00,PM10,ug/m3,7.9217
2024-06-10 15:20:00,NO₂,ppm,4.6807
2024-06-10 15:20:00,CO,ppm,0.002
2024-06-10 15:40:00,Temperature,°C,14.3368
2024-06-10 15:40:00,Humidity,%,22.9932
2024-06-10 15:40:00,Pressure,Pa,99229.3532
2024-06-10 15:40:00,PM2.5,ug/m3,2.1568
2024-06-10 15:40:00,PM10,ug/m3,6.2558
2024-06-10 15:40:00,NO₂,ppm,4.6346
2024-06-10 15:40:00,CO,ppm,0.002
2024-06-10 16:00:00,Temperature,°C,14.1968
2024-06-10 16:00:00,Humidity,%,23.2811
2024-06-10 16:00:00,Pressure,Pa,99211.7311
2024-06-10 16:00:00,PM2.5,ug/m3,2.1958
2024-06-10 16:00:00,PM10,ug/m3,6.4258
2024-06-10 16:00:00,NO₂,ppm,4.6204
2024-06-10 16:00:00,CO,ppm,0.002
2024-06-10 16:20:00,Temperature,°C,14.3359
2024-06-10 16:20:00,Humidity,%,22.7212
2024-06-10 16:20:00,Pressure,Pa,99198.7694
2024-06-10 16:20:00,PM2.5,ug/m3,2.3447
2024-06-10 16:20:00,PM10,ug/m3,6.7159
2024-06-10 16:20:00,NO₂,ppm,4.6659
2024-06-10 16:20:00,CO,ppm,0.002
2024-06-10 16:40:00,Temperature,°C,14.3237
2024-06-10 16:40:00,Humidity,%,22.5379
2024-06-10 16:40:00,Pressure,Pa,99183.9226
2024-06-10 16:40:00,PM2.5,ug/m3,2.4337
2024-06-10 16:40:00,PM10,ug/m3,6.5621
2024-06-10 16:40:00,NO₂,ppm,4.666
2024-06-10 16:40:00,CO,ppm,0.002
2024-06-10 17:00:00,Temperature,°C,14.5626
2024-06-10 17:00:00,Humidity,%,22.1616
2024-06-10 17:00:00,Pressure,Pa,99176.0468
2024-06-10 17:00:00,PM2.5,ug/m3,2.2316
2024-06-10 17:00:00,PM10,ug/m3,5.3289
2024-06-10 17:00:00,NO₂,ppm,4.5944
2024-06-10 17:00:00,CO,ppm,0.002
2024-06-10 17:20:00,Temperature,°C,14.5811
2024-06-10 17:20:00,Humidity,%,21.115
2024-06-10 17:20:00,Pressure,Pa,99174.4528
2024-06-10 17:20:00,PM2.5,ug/m3,2.3444
2024-06-10 17:20:00,PM10,ug/m3,6.0056
2024-06-10 17:20:00,NO₂,ppm,4.7094
2024-06-10 17:20:00,CO,ppm,0.002
2024-06-10 17:40:00,Temperature,°C,14.1305
2024-06-10 17:40:00,Humidity,%,21.4968
2024-06-10 17:40:00,Pressure,Pa,99182.5058
2024-06-10 17:40:00,PM2.5,ug/m3,2.3268
2024-06-10 17:40:00,PM10,ug/m3,6.2168
2024-06-10 17:40:00,NO₂,ppm,4.7656
2024-06-10 17:40:00,CO,ppm,0.002
2024-06-10 18:00:00,Temperature,°C,14.2821
2024-06-10 18:00:00,Humidity,%,20.9889
2024-06-10 18:00:00,Pressure,Pa,99183.4358
2024-06-10 18:00:00,PM2.5,ug/m3,2.2428
2024-06-10 18:00:00,PM10,ug/m3,6.1222
2024-06-10 18:00:00,NO₂,ppm,4.7733
2024-06-10 18:00:00,CO,ppm,0.002
2024-06-10 18:20:00,Temperature,°C,14.27
2024-06-10 18:20:00,Humidity,%,20.7395
2024-06-10 18:20:00,Pressure,Pa,99185.5679
2024-06-10 18:20:00,PM2.5,ug/m3,2.5553
2024-06-10 18:20:00,PM10,ug/m3,6.5621
2024-06-10 18:20:00,NO₂,ppm,4.8167
2024-06-10 18:20:00,CO,ppm,0.002
2024-06-10 18:40:00,Temperature,°C,13.9389
2024-06-10 18:40:00,Humidity,%,21
2024-06-10 18:40:00,Pressure,Pa,99192.5633
2024-06-10 18:40:00,PM2.5,ug/m3,2.4417
2024-06-10 18:40:00,PM10,ug/m3,6.2633
2024-06-10 18:40:00,NO₂,ppm,4.8578
2024-06-10 18:40:00,CO,ppm,0.002
2024-06-10 19:00:00,Temperature,°C,13.8361
2024-06-10 19:00:00,Humidity,%,21.2706
2024-06-10 19:00:00,Pressure,Pa,99200.2517
2024-06-10 19:00:00,PM2.5,ug/m3,2.3094
2024-06-10 19:00:00,PM10,ug/m3,5.5472
2024-06-10 19:00:00,NO₂,ppm,4.8627
2024-06-10 19:00:00,CO,ppm,0.002
2024-06-10 19:20:00,Temperature,°C,13.5963
2024-06-10 19:20:00,Humidity,%,21.5279
2024-06-10 19:20:00,Pressure,Pa,99204.4568
2024-06-10 19:20:00,PM2.5,ug/m3,2.4853
2024-06-10 19:20:00,PM10,ug/m3,5.8095
2024-06-10 19:20:00,NO₂,ppm,4.9217
2024-06-10 19:20:00,CO,ppm,0.002
2024-06-10 19:40:00,Temperature,°C,13.3521
2024-06-10 19:40:00,Humidity,%,21.8789
2024-06-10 19:40:00,Pressure,Pa,99211.4226
2024-06-10 19:40:00,PM2.5,ug/m3,2.2526
2024-06-10 19:40:00,PM10,ug/m3,5.97
2024-06-10 19:40:00,NO₂,ppm,4.9587
2024-06-10 19:40:00,CO,ppm,0.002
2024-06-10 20:00:00,Temperature,°C,13.2521
2024-06-10 20:00:00,Humidity,%,22.4621
2024-06-10 20:00:00,Pressure,Pa,99229.3632
2024-06-10 20:00:00,PM2.5,ug/m3,2.3842
2024-06-10 20:00:00,PM10,ug/m3,6.2247
2024-06-10 20:00:00,NO₂,ppm,4.8644
2024-06-10 20:00:00,CO,ppm,0.002
2024-06-10 20:20:00,Temperature,°C,13.2911
2024-06-10 20:20:00,Humidity,%,22.7189
2024-06-10 20:20:00,Pressure,Pa,99250.2663
2024-06-10 20:20:00,PM2.5,ug/m3,2.6768
2024-06-10 20:20:00,PM10,ug/m3,6.5474
2024-06-10 20:20:00,NO₂,ppm,4.8693
2024-06-10 20:20:00,CO,ppm,0.002
2024-06-10 20:40:00,Temperature,°C,13.0211
2024-06-10 20:40:00,Humidity,%,23.0974
2024-06-10 20:40:00,Pressure,Pa,99269.0021
2024-06-10 20:40:00,PM2.5,ug/m3,3.0879
2024-06-10 20:40:00,PM10,ug/m3,7.8753
2024-06-10 20:40:00,NO₂,ppm,4.9435
2024-06-10 20:40:00,CO,ppm,0.002
2024-06-10 21:00:00,Temperature,°C,12.7835
2024-06-10 21:00:00,Humidity,%,23.784
2024-06-10 21:00:00,Pressure,Pa,99299.3935
2024-06-10 21:00:00,PM2.5,ug/m3,4.534
2024-06-10 21:00:00,PM10,ug/m3,9.546
2024-06-10 21:00:00,NO₂,ppm,4.8643
2024-06-10 21:00:00,CO,ppm,0.002
2024-06-10 21:20:00,Temperature,°C,12.6374
2024-06-10 21:20:00,Humidity,%,24.2911
2024-06-10 21:20:00,Pressure,Pa,99327.7232
2024-06-10 21:20:00,PM2.5,ug/m3,5.2395
2024-06-10 21:20:00,PM10,ug/m3,11.7642
2024-06-10 21:20:00,NO₂,ppm,4.8201
2024-06-10 21:20:00,CO,ppm,0.002
2024-06-10 21:40:00,Temperature,°C,12.5647
2024-06-10 21:40:00,Humidity,%,24.5937
2024-06-10 21:40:00,Pressure,Pa,99348.0674
2024-06-10 21:40:00,PM2.5,ug/m3,5.19
2024-06-10 21:40:00,PM10,ug/m3,11.7553
2024-06-10 21:40:00,NO₂,ppm,4.8396
2024-06-10 21:40:00,CO,ppm,0.002
2024-06-10 22:00:00,Temperature,°C,12.2921
2024-06-10 22:00:00,Humidity,%,25.3047
2024-06-10 22:00:00,Pressure,Pa,99362.9274
2024-06-10 22:00:00,PM2.5,ug/m3,5.9758
2024-06-10 22:00:00,PM10,ug/m3,12.8853
2024-06-10 22:00:00,NO₂,ppm,4.7873
2024-06-10 22:00:00,CO,ppm,0.002
2024-06-10 22:20:00,Temperature,°C,11.7961
2024-06-10 22:20:00,Humidity,%,26.6478
2024-06-10 22:20:00,Pressure,Pa,99368.7589
2024-06-10 22:20:00,PM2.5,ug/m3,7.4811
2024-06-10 22:20:00,PM10,ug/m3,14.7583
2024-06-10 22:20:00,NO₂,ppm,4.8226
2024-06-10 22:20:00,CO,ppm,0.002
2024-06-10 22:40:00,Temperature,°C,11.2624
2024-06-10 22:40:00,Humidity,%,27.6635
2024-06-10 22:40:00,Pressure,Pa,99374.1394
2024-06-10 22:40:00,PM2.5,ug/m3,6.3424
2024-06-10 22:40:00,PM10,ug/m3,13.0576
2024-06-10 22:40:00,NO₂,ppm,4.9032
2024-06-10 22:40:00,CO,ppm,0.002
2024-06-10 23:00:00,Temperature,°C,10.7989
2024-06-10 23:00:00,Humidity,%,29.0032
2024-06-10 23:00:00,Pressure,Pa,99381.4232
2024-06-10 23:00:00,PM2.5,ug/m3,8.0495
2024-06-10 23:00:00,PM10,ug/m3,16.8611
2024-06-10 23:00:00,NO₂,ppm,4.9035
2024-06-10 23:00:00,CO,ppm,0.002
2024-06-10 23:20:00,Temperature,°C,10.2337
2024-06-10 23:20:00,Humidity,%,30.1311
2024-06-10 23:20:00,Pressure,Pa,99382.9826
2024-06-10 23:20:00,PM2.5,ug/m3,11.2742
2024-06-10 23:20:00,PM10,ug/m3,21.1089
2024-06-10 23:20:00,NO₂,ppm,4.9754
2024-06-10 23:20:00,CO,ppm,0.002
2024-06-10 23:40:00,Temperature,°C,9.8058
2024-06-10 23:40:00,Humidity,%,31.2458
2024-06-10 23:40:00,Pressure,Pa,99387.2842
2024-06-10 23:40:00,PM2.5,ug/m3,13.2611
2024-06-10 23:40:00,PM10,ug/m3,25.0474
2024-06-10 23:40:00,NO₂,ppm,4.981
2024-06-10 23:40:00,CO,ppm,0.002
2024-06-11 00:00:00,Temperature,°C,9.881
2024-06-11 00:00:00,Humidity,%,31.118
2024-06-11 00:00:00,Pressure,Pa,99392.8295
2024-06-11 00:00:00,PM2.5,ug/m3,14.6635
2024-06-11 00:00:00,PM10,ug/m3,30.0875
2024-06-11 00:00:00,NO₂,ppm,4.9356
2024-06-11 00:00:00,CO,ppm,0.002
2024-06-11 00:20:00,Temperature,°C,9.7067
2024-06-11 00:20:00,Humidity,%,31.2967
2024-06-11 00:20:00,Pressure,Pa,99393.9783
2024-06-11 00:20:00,PM2.5,ug/m3,10.8906
2024-06-11 00:20:00,PM10,ug/m3,20.3772
2024-06-11 00:20:00,NO₂,ppm,4.9727
2024-06-11 00:20:00,CO,ppm,0.002
2024-06-11 00:40:00,Temperature,°C,9.2068
2024-06-11 00:40:00,Humidity,%,32.7147
2024-06-11 00:40:00,Pressure,Pa,99398.5668
2024-06-11 00:40:00,PM2.5,ug/m3,11.2342
2024-06-11 00:40:00,PM10,ug/m3,20.1784
2024-06-11 00:40:00,NO₂,ppm,4.9823
2024-06-11 00:40:00,CO,ppm,0.002
2024-06-11 01:00:00,Temperature,°C,9.0142
2024-06-11 01:00:00,Humidity,%,32.9721
2024-06-11 01:00:00,Pressure,Pa,99400.9532
2024-06-11 01:00:00,PM2.5,ug/m3,8.8368
2024-06-11 01:00:00,PM10,ug/m3,16.5005
2024-06-11 01:00:00,NO₂,ppm,5.0113
2024-06-11 01:00:00,CO,ppm,0.002
2024-06-11 01:20:00,Temperature,°C,8.7647
2024-06-11 01:20:00,Humidity,%,33.7165
2024-06-11 01:20:00,Pressure,Pa,99396.9776
2024-06-11 01:20:00,PM2.5,ug/m3,8.5094
2024-06-11 01:20:00,PM10,ug/m3,15.4206
2024-06-11 01:20:00,NO₂,ppm,5.0072
2024-06-11 01:20:00,CO,ppm,0.002
2024-06-11 01:40:00,Temperature,°C,8.35
2024-06-11 01:40:00,Humidity,%,34.49
2024-06-11 01:40:00,Pressure,Pa,99392.7888
2024-06-11 01:40:00,PM2.5,ug/m3,8.37
2024-06-11 01:40:00,PM10,ug/m3,15.3306
2024-06-11 01:40:00,NO₂,ppm,5.0762
2024-06-11 01:40:00,CO,ppm,0.002
2024-06-11 02:00:00,Temperature,°C,7.6768
2024-06-11 02:00:00,Humidity,%,36.6553
2024-06-11 02:00:00,Pressure,Pa,99380.2995
2024-06-11 02:00:00,PM2.5,ug/m3,8.3916
2024-06-11 02:00:00,PM10,ug/m3,14.9353
2024-06-11 02:00:00,NO₂,ppm,5.0998
2024-06-11 02:00:00,CO,ppm,0.002
2024-06-11 02:20:00,Temperature,°C,7.7489
2024-06-11 02:20:00,Humidity,%,36.3258
2024-06-11 02:20:00,Pressure,Pa,99358.7389
2024-06-11 02:20:00,PM2.5,ug/m3,7.9563
2024-06-11 02:20:00,PM10,ug/m3,14.6105
2024-06-11 02:20:00,NO₂,ppm,5.062
2024-06-11 02:20:00,CO,ppm,0.002
2024-06-11 02:40:00,Temperature,°C,7.6032
2024-06-11 02:40:00,Humidity,%,36.7795
2024-06-11 02:40:00,Pressure,Pa,99340.1763
2024-06-11 02:40:00,PM2.5,ug/m3,7.7474
2024-06-11 02:40:00,PM10,ug/m3,14.3789
2024-06-11 02:40:00,NO₂,ppm,5.0794
2024-06-11 02:40:00,CO,ppm,0.002
2024-06-11 03:00:00,Temperature,°C,6.9089
2024-06-11 03:00:00,Humidity,%,38.9211
2024-06-11 03:00:00,Pressure,Pa,99330.7484
2024-06-11 03:00:00,PM2.5,ug/m3,7.6474
2024-06-11 03:00:00,PM10,ug/m3,14.1284
2024-06-11 03:00:00,NO₂,ppm,5.1696
2024-06-11 03:00:00,CO,ppm,0.002
2024-06-11 03:20:00,Temperature,°C,6.5759
2024-06-11 03:20:00,Humidity,%,39.5594
2024-06-11 03:20:00,Pressure,Pa,99331.6559
2024-06-11 03:20:00,PM2.5,ug/m3,8.1135
2024-06-11 03:20:00,PM10,ug/m3,14.77
2024-06-11 03:20:00,NO₂,ppm,5.1823
2024-06-11 03:20:00,CO,ppm,0.002
2024-06-11 03:40:00,Temperature,°C,6.4984
2024-06-11 03:40:00,Humidity,%,39.8347
2024-06-11 03:40:00,Pressure,Pa,99333.7905
2024-06-11 03:40:00,PM2.5,ug/m3,7.6453
2024-06-11 03:40:00,PM10,ug/m3,14.3221
2024-06-11 03:40:00,NO₂,ppm,5.1283
2024-06-11 03:40:00,CO,ppm,0.002
2024-06-11 04:00:00,Temperature,°C,6.3442
2024-06-11 04:00:00,Humidity,%,40.5205
2024-06-11 04:00:00,Pressure,Pa,99327.9695
2024-06-11 04:00:00,PM2.5,ug/m3,7.5958
2024-06-11 04:00:00,PM10,ug/m3,14.2405
2024-06-11 04:00:00,NO₂,ppm,5.1357
2024-06-11 04:00:00,CO,ppm,0.002
2024-06-11 04:20:00,Temperature,°C,6.0935
2024-06-11 04:20:00,Humidity,%,41.3471
2024-06-11 04:20:00,Pressure,Pa,99320.0229
2024-06-11 04:20:00,PM2.5,ug/m3,7.6788
2024-06-11 04:20:00,PM10,ug/m3,14.2324
2024-06-11 04:20:00,NO₂,ppm,5.1788
2024-06-11 04:20:00,CO,ppm,0.002
2024-06-11 04:40:00,Temperature,°C,6.0094
2024-06-11 04:40:00,Humidity,%,41.3247
2024-06-11 04:40:00,Pressure,Pa,99325.5459
2024-06-11 04:40:00,PM2.5,ug/m3,7.4153
2024-06-11 04:40:00,PM10,ug/m3,13.4547
2024-06-11 04:40:00,NO₂,ppm,5.1602
2024-06-11 04:40:00,CO,ppm,0.002
2024-06-11 05:00:00,Temperature,°C,5.4516
2024-06-11 05:00:00,Humidity,%,42.8663
2024-06-11 05:00:00,Pressure,Pa,99329.1568
2024-06-11 05:00:00,PM2.5,ug/m3,6.9774
2024-06-11 05:00:00,PM10,ug/m3,13.3058
2024-06-11 05:00:00,NO₂,ppm,5.2907
2024-06-11 05:00:00,CO,ppm,0.002
2024-06-11 05:20:00,Temperature,°C,5.0531
2024-06-11 05:20:00,Humidity,%,44.16
2024-06-11 05:20:00,Pressure,Pa,99332.0331
2024-06-11 05:20:00,PM2.5,ug/m3,6.9433
2024-06-11 05:20:00,PM10,ug/m3,12.9975
2024-06-11 05:20:00,NO₂,ppm,5.3331
2024-06-11 05:20:00,CO,ppm,0.002
2024-06-11 05:40:00,Temperature,°C,4.9662
2024-06-11 05:40:00,Humidity,%,44.0162
2024-06-11 05:40:00,Pressure,Pa,99337.0223
2024-06-11 05:40:00,PM2.5,ug/m3,7.0146
2024-06-11 05:40:00,PM10,ug/m3,13.5346
2024-06-11 05:40:00,NO₂,ppm,5.3008
2024-06-11 05:40:00,CO,ppm,0.002
2024-06-11 06:00:00,Temperature,°C,4.9558
2024-06-11 06:00:00,Humidity,%,43.5708
2024-06-11 06:00:00,Pressure,Pa,99343.2908
2024-06-11 06:00:00,PM2.5,ug/m3,6.4025
2024-06-11 06:00:00,PM10,ug/m3,11.9325
2024-06-11 06:00:00,NO₂,ppm,5.2994
2024-06-11 06:00:00,CO,ppm,0.002
2024-06-11 06:20:00,Temperature,°C,4.6023
2024-06-11 06:20:00,Humidity,%,44.4492
2024-06-11 06:20:00,Pressure,Pa,99353.0531
2024-06-11 06:20:00,PM2.5,ug/m3,5.3362
2024-06-11 06:20:00,PM10,ug/m3,10.0615
2024-06-11 06:20:00,NO₂,ppm,5.3584
2024-06-11 06:20:00,CO,ppm,0.002
2024-06-11 06:40:00,Temperature,°C,4.6747
2024-06-11 06:40:00,Humidity,%,44.1965
2024-06-11 06:40:00,Pressure,Pa,99358.7888
2024-06-11 06:40:00,PM2.5,ug/m3,5.6865
2024-06-11 06:40:00,PM10,ug/m3,11.1253
2024-06-11 06:40:00,NO₂,ppm,5.2631
2024-06-11 06:40:00,CO,ppm,0.002
2024-06-11 07:00:00,Temperature,°C,4.6106
2024-06-11 07:00:00,Humidity,%,44.9729
2024-06-11 07:00:00,Pressure,Pa,99372.9894
2024-06-11 07:00:00,PM2.5,ug/m3,6.7853
2024-06-11 07:00:00,PM10,ug/m3,14.4053
2024-06-11 07:00:00,NO₂,ppm,5.2726
2024-06-11 07:00:00,CO,ppm,0.002
2024-06-11 07:20:00,Temperature,°C,4.4431
2024-06-11 07:20:00,Humidity,%,46.1962
2024-06-11 07:20:00,Pressure,Pa,99384.5194
2024-06-11 07:20:00,PM2.5,ug/m3,10.9431
2024-06-11 07:20:00,PM10,ug/m3,20.2094
2024-06-11 07:20:00,NO₂,ppm,5.338
2024-06-11 07:20:00,CO,ppm,0.002
2024-06-11 07:40:00,Temperature,°C,4.4844
2024-06-11 07:40:00,Humidity,%,45.5862
2024-06-11 07:40:00,Pressure,Pa,99402.1544
2024-06-11 07:40:00,PM2.5,ug/m3,11.2619
2024-06-11 07:40:00,PM10,ug/m3,19.7806
2024-06-11 07:40:00,NO₂,ppm,5.3484
2024-06-11 07:40:00,CO,ppm,0.002
2024-06-11 08:00:00,Temperature,°C,4.5719
2024-06-11 08:00:00,Humidity,%,45.8087
2024-06-11 08:00:00,Pressure,Pa,99425.6769
2024-06-11 08:00:00,PM2.5,ug/m3,12.5888
2024-06-11 08:00:00,PM10,ug/m3,23.9988
2024-06-11 08:00:00,NO₂,ppm,5.3271
2024-06-11 08:00:00,CO,ppm,0.002
2024-06-11 08:20:00,Temperature,°C,4.8225
2024-06-11 08:20:00,Humidity,%,45.51
2024-06-11 08:20:00,Pressure,Pa,99444.6675
2024-06-11 08:20:00,PM2.5,ug/m3,11.2325
2024-06-11 08:20:00,PM10,ug/m3,23.1238
2024-06-11 08:20:00,NO₂,ppm,5.2537
2024-06-11 08:20:00,CO,ppm,0.002
2024-06-11 08:40:00,Temperature,°C,4.9712
2024-06-11 08:40:00,Humidity,%,45.2429
2024-06-11 08:40:00,Pressure,Pa,99450.9
2024-06-11 08:40:00,PM2.5,ug/m3,10.2382
2024-06-11 08:40:00,PM10,ug/m3,20.4594
2024-06-11 08:40:00,NO₂,ppm,5.2522
2024-06-11 08:40:00,CO,ppm,0.002
2024-06-11 09:00:00,Temperature,°C,4.9721
2024-06-11 09:00:00,Humidity,%,45.8357
2024-06-11 09:00:00,Pressure,Pa,99459.4571
2024-06-11 09:00:00,PM2.5,ug/m3,9.5514
2024-06-11 09:00:00,PM10,ug/m3,19.0457
2024-06-11 09:00:00,NO₂,ppm,5.2546
2024-06-11 09:00:00,CO,ppm,0.002
2024-06-11 09:20:00,Temperature,°C,5.048
2024-06-11 09:20:00,Humidity,%,46.0747
2024-06-11 09:20:00,Pressure,Pa,99471.1467
2024-06-11 09:20:00,PM2.5,ug/m3,11.2993
2024-06-11 09:20:00,PM10,ug/m3,20.3533
2024-06-11 09:20:00,NO₂,ppm,5.2543
2024-06-11 09:20:00,CO,ppm,0.002
2024-06-11 09:40:00,Temperature,°C,5.2919
