datetime,indicator_name,indicator_dimension,value
2024-06-08 13:20:00,PM10,ug/m3,13.0053
2024-06-08 13:20:00,NO₂,ppm,3.4921
2024-06-08 13:20:00,CO,ppm,0.002
2024-06-08 13:40:00,Temperature,°C,18.3905
2024-06-08 13:40:00,Humidity,%,16.5221
2024-06-08 13:40:00,Pressure,Pa,99892.0042
2024-06-08 13:40:00,PM2.5,ug/m3,8.2637
2024-06-08 13:40:00,PM10,ug/m3,13.0011
2024-06-08 13:40:00,NO₂,ppm,3.4869
2024-06-08 13:40:00,CO,ppm,0.002
2024-06-08 14:00:00,Temperature,°C,18.9345
2024-06-08 14:00:00,Humidity,%,16.233
2024-06-08 14:00:00,Pressure,Pa,99859.985
2024-06-08 14:00:00,PM2.5,ug/m3,7.9055
2024-06-08 14:00:00,PM10,ug/m3,12.736
2024-06-08 14:00:00,NO₂,ppm,3.4257
2024-06-08 14:00:00,CO,ppm,0.002
2024-06-08 14:20:00,Temperature,°C,19.4239
2024-06-08 14:20:00,Humidity,%,16.005
2024-06-08 14:20:00,Pressure,Pa,99843.8356
2024-06-08 14:20:00,PM2.5,ug/m3,8.4556
2024-06-08 14:20:00,PM10,ug/m3,13.2206
2024-06-08 14:20:00,NO₂,ppm,3.4198
2024-06-08 14:20:00,CO,ppm,0.002
2024-06-08 14:40:00,Temperature,°C,19.7332
2024-06-08 14:40:00,Humidity,%,15.9753
2024-06-08 14:40:00,Pressure,Pa,99824.4216
2024-06-08 14:40:00,PM2.5,ug/m3,8.2237
2024-06-08 14:40:00,PM10,ug/m3,12.9258
2024-06-08 14:40:00,NO₂,ppm,3.409
2024-06-08 14:40:00,CO,ppm,0.002
2024-06-08 15:00:00,Temperature,°C,20.0642
2024-06-08 15:00:00,Humidity,%,15.5574
2024-06-08 15:00:00,Pressure,Pa,99794.8447
2024-06-08 15:00:00,PM2.5,ug/m3,8.2432
2024-06-08 15:00:00,PM10,ug/m3,13.0489
2024-06-08 15:00:00,NO₂,ppm,3.3635
2024-06-08 15:00:00,CO,ppm,0.002
2024-06-08 15:20:00,Temperature,°C,20.3832
2024-06-08 15:20:00,Humidity,%,15.8116
2024-06-08 15:20:00,Pressure,Pa,99767.8789
2024-06-08 15:20:00,PM2.5,ug/m3,8.2437
2024-06-08 15:20:00,PM10,ug/m3,13.0068
2024-06-08 15:20:00,NO₂,ppm,3.3049
2024-06-08 15:20:00,CO,ppm,0.002
2024-06-08 15:40:00,Temperature,°C,20.65
2024-06-08 15:40:00,Humidity,%,15.67
2024-06-08 15:40:00,Pressure,Pa,99741.0621
2024-06-08 15:40:00,PM2.5,ug/m3,8.2226
2024-06-08 15:40:00,PM10,ug/m3,12.7116
2024-06-08 15:40:00,NO₂,ppm,3.2657
2024-06-08 15:40:00,CO,ppm,0.002
2024-06-08 16:00:00,Temperature,°C,20.8626
2024-06-08 16:00:00,Humidity,%,15.7011
2024-06-08 16:00:00,Pressure,Pa,99719.3089
2024-06-08 16:00:00,PM2.5,ug/m3,8.2721
2024-06-08 16:00:00,PM10,ug/m3,12.7205
2024-06-08 16:00:00,NO₂,ppm,3.2723
2024-06-08 16:00:00,CO,ppm,0.002
2024-06-08 16:20:00,Temperature,°C,21.0367
2024-06-08 16:20:00,Humidity,%,15.6428
2024-06-08 16:20:00,Pressure,Pa,99691.275
2024-06-08 16:20:00,PM2.5,ug/m3,8.4867
2024-06-08 16:20:00,PM10,ug/m3,13.6944
2024-06-08 16:20:00,NO₂,ppm,3.2445
2024-06-08 16:20:00,CO,ppm,0.002
2024-06-08 16:40:00,Temperature,°C,21.2472
2024-06-08 16:40:00,Humidity,%,15.5844
2024-06-08 16:40:00,Pressure,Pa,99668.7767
2024-06-08 16:40:00,PM2.5,ug/m3,8.3989
2024-06-08 16:40:00,PM10,ug/m3,12.695
2024-06-08 16:40:00,NO₂,ppm,3.2282
2024-06-08 16:40:00,CO,ppm,0.002
2024-06-08 17:00:00,Temperature,°C,21.5139
2024-06-08 17:00:00,Humidity,%,15.5039
2024-06-08 17:00:00,Pressure,Pa,99645.2989
2024-06-08 17:00:00,PM2.5,ug/m3,9.075
2024-06-08 17:00:00,PM10,ug/m3,12.9961
2024-06-08 17:00:00,NO₂,ppm,3.1656
2024-06-08 17:00:00,CO,ppm,0.002
2024-06-08 17:20:00,Temperature,°C,21.6833
2024-06-08 17:20:00,Humidity,%,16.3083
2024-06-08 17:20:00,Pressure,Pa,99621.8717
2024-06-08 17:20:00,PM2.5,ug/m3,9.3944
2024-06-08 17:20:00,PM10,ug/m3,13.6022
2024-06-08 17:20:00,NO₂,ppm,3.0594
2024-06-08 17:20:00,CO,ppm,0.002
2024-06-08 17:40:00,Temperature,°C,21.8706
2024-06-08 17:40:00,Humidity,%,16.0353
2024-06-08 17:40:00,Pressure,Pa,99599.8259
2024-06-08 17:40:00,PM2.5,ug/m3,10.0665
2024-06-08 17:40:00,PM10,ug/m3,15.1706
2024-06-08 17:40:00,NO₂,ppm,3.0967
2024-06-08 17:40:00,CO,ppm,0.002
2024-06-08 18:00:00,Temperature,°C,21.8389
2024-06-08 18:00:00,Humidity,%,16.1556
2024-06-08 18:00:00,Pressure,Pa,99586.3928
2024-06-08 18:00:00,PM2.5,ug/m3,10.1741
2024-06-08 18:00:00,PM10,ug/m3,15.4429
2024-06-08 18:00:00,NO₂,ppm,3.0879
2024-06-08 18:00:00,CO,ppm,0.002
2024-06-08 18:20:00,Temperature,°C,21.8989
2024-06-08 18:20:00,Humidity,%,16.1544
2024-06-08 18:20:00,Pressure,Pa,99578.2683
2024-06-08 18:20:00,PM2.5,ug/m3,10.73
2024-06-08 18:20:00,PM10,ug/m3,16.0139
2024-06-08 18:20:00,NO₂,ppm,3.0808
2024-06-08 18:20:00,CO,ppm,0.002
2024-06-08 18:40:00,Temperature,°C,22.0816
2024-06-08 18:40:00,Humidity,%,16.5405
2024-06-08 18:40:00,Pressure,Pa,99563.7689
2024-06-08 18:40:00,PM2.5,ug/m3,10.4353
2024-06-08 18:40:00,PM10,ug/m3,14.6584
2024-06-08 18:40:00,NO₂,ppm,3.0036
2024-06-08 18:40:00,CO,ppm,0.002
2024-06-08 19:00:00,Temperature,°C,22.0837
2024-06-08 19:00:00,Humidity,%,16.8316
2024-06-08 19:00:00,Pressure,Pa,99550.3884
2024-06-08 19:00:00,PM2.5,ug/m3,10.6663
2024-06-08 19:00:00,PM10,ug/m3,15.2421
2024-06-08 19:00:00,NO₂,ppm,3.0066
2024-06-08 19:00:00,CO,ppm,0.002
2024-06-08 19:20:00,Temperature,°C,21.9847
2024-06-08 19:20:00,Humidity,%,17.7895
2024-06-08 19:20:00,Pressure,Pa,99548.2311
2024-06-08 19:20:00,PM2.5,ug/m3,10.9016
2024-06-08 19:20:00,PM10,ug/m3,17.0868
2024-06-08 19:20:00,NO₂,ppm,3.0148
2024-06-08 19:20:00,CO,ppm,0.002
2024-06-08 19:40:00,Temperature,°C,21.9989
2024-06-08 19:40:00,Humidity,%,18.5968
2024-06-08 19:40:00,Pressure,Pa,99542.7668
2024-06-08 19:40:00,PM2.5,ug/m3,12.4937
2024-06-08 19:40:00,PM10,ug/m3,22.4358
2024-06-08 19:40:00,NO₂,ppm,3.0154
2024-06-08 19:40:00,CO,ppm,0.002
2024-06-08 20:00:00,Temperature,°C,21.4921
2024-06-08 20:00:00,Humidity,%,19.5379
2024-06-08 20:00:00,Pressure,Pa,99532.7842
2024-06-08 20:00:00,PM2.5,ug/m3,14.7068
2024-06-08 20:00:00,PM10,ug/m3,26.6053
2024-06-08 20:00:00,NO₂,ppm,3.0579
2024-06-08 20:00:00,CO,ppm,0.002
2024-06-08 20:20:00,Temperature,°C,20.98
2024-06-08 20:20:00,Humidity,%,20.7332
2024-06-08 20:20:00,Pressure,Pa,99531.2332
2024-06-08 20:20:00,PM2.5,ug/m3,14.8484
2024-06-08 20:20:00,PM10,ug/m3,26.31
2024-06-08 20:20:00,NO₂,ppm,3.0937
2024-06-08 20:20:00,CO,ppm,0.002
2024-06-08 20:40:00,Temperature,°C,20.4753
2024-06-08 20:40:00,Humidity,%,21.4174
2024-06-08 20:40:00,Pressure,Pa,99536.0732
2024-06-08 20:40:00,PM2.5,ug/m3,15.5758
2024-06-08 20:40:00,PM10,ug/m3,29.7058
2024-06-08 20:40:00,NO₂,ppm,3.1723
2024-06-08 20:40:00,CO,ppm,0.002
2024-06-08 21:00:00,Temperature,°C,19.68
2024-06-08 21:00:00,Humidity,%,22.6674
2024-06-08 21:00:00,Pressure,Pa,99544.0621
2024-06-08 21:00:00,PM2.5,ug/m3,16.9516
2024-06-08 21:00:00,PM10,ug/m3,29.3642
2024-06-08 21:00:00,NO₂,ppm,3.3219
2024-06-08 21:00:00,CO,ppm,0.002
2024-06-08 21:20:00,Temperature,°C,18.8268
2024-06-08 21:20:00,Humidity,%,24.2958
2024-06-08 21:20:00,Pressure,Pa,99553.7347
2024-06-08 21:20:00,PM2.5,ug/m3,24.1184
2024-06-08 21:20:00,PM10,ug/m3,42.2995
2024-06-08 21:20:00,NO₂,ppm,3.4592
2024-06-08 21:20:00,CO,ppm,0.002
2024-06-08 21:40:00,Temperature,°C,17.977
2024-06-08 21:40:00,Humidity,%,26.112
2024-06-08 21:40:00,Pressure,Pa,99557.755
2024-06-08 21:40:00,PM2.5,ug/m3,33.551
2024-06-08 21:40:00,PM10,ug/m3,58.305
2024-06-08 21:40:00,NO₂,ppm,3.5291
2024-06-08 21:40:00,CO,ppm,0.002
2024-06-08 22:00:00,Temperature,°C,17.2684
2024-06-08 22:00:00,Humidity,%,27.69
2024-06-08 22:00:00,Pressure,Pa,99557.5121
2024-06-08 22:00:00,PM2.5,ug/m3,32.7026
2024-06-08 22:00:00,PM10,ug/m3,52.2795
2024-06-08 22:00:00,NO₂,ppm,3.5961
2024-06-08 22:00:00,CO,ppm,0.002
2024-06-08 22:20:00,Temperature,°C,16.6321
2024-06-08 22:20:00,Humidity,%,28.9705
2024-06-08 22:20:00,Pressure,Pa,99553.6595
2024-06-08 22:20:00,PM2.5,ug/m3,32.7163
2024-06-08 22:20:00,PM10,ug/m3,53.2284
2024-06-08 22:20:00,NO₂,ppm,3.6618
2024-06-08 22:20:00,CO,ppm,0.002
2024-06-08 22:40:00,Temperature,°C,16.0033
2024-06-08 22:40:00,Humidity,%,30.66
2024-06-08 22:40:00,Pressure,Pa,99553.2078
2024-06-08 22:40:00,PM2.5,ug/m3,32.4983
2024-06-08 22:40:00,PM10,ug/m3,52.7772
2024-06-08 22:40:00,NO₂,ppm,3.7056
2024-06-08 22:40:00,CO,ppm,0.002
2024-06-08 23:00:00,Temperature,°C,15.4656
2024-06-08 23:00:00,Humidity,%,32.5822
2024-06-08 23:00:00,Pressure,Pa,99557.0706
2024-06-08 23:00:00,PM2.5,ug/m3,33.0033
2024-06-08 23:00:00,PM10,ug/m3,51.2644
2024-06-08 23:00:00,NO₂,ppm,3.7115
2024-06-08 23:00:00,CO,ppm,0.002
2024-06-08 23:20:00,Temperature,°C,15.07
2024-06-08 23:20:00,Humidity,%,33.7242
2024-06-08 23:20:00,Pressure,Pa,99560.8237
2024-06-08 23:20:00,PM2.5,ug/m3,37.8379
2024-06-08 23:20:00,PM10,ug/m3,60.5921
2024-06-08 23:20:00,NO₂,ppm,3.6974
2024-06-08 23:20:00,CO,ppm,0.002
2024-06-08 23:40:00,Temperature,°C,14.5179
2024-06-08 23:40:00,Humidity,%,33.0158
2024-06-08 23:40:00,Pressure,Pa,99564.3616
2024-06-08 23:40:00,PM2.5,ug/m3,35.1721
2024-06-08 23:40:00,PM10,ug/m3,52.59
2024-06-08 23:40:00,NO₂,ppm,3.7701
2024-06-08 23:40:00,CO,ppm,0.002
2024-06-09 00:00:00,Temperature,°C,13.8889
2024-06-09 00:00:00,Humidity,%,33.7195
2024-06-09 00:00:00,Pressure,Pa,99572.7068
2024-06-09 00:00:00,PM2.5,ug/m3,33.5726
2024-06-09 00:00:00,PM10,ug/m3,50.4205
2024-06-09 00:00:00,NO₂,ppm,3.8276
2024-06-09 00:00:00,CO,ppm,0.002
2024-06-09 00:20:00,Temperature,°C,13.6233
2024-06-09 00:20:00,Humidity,%,33.3322
2024-06-09 00:20:00,Pressure,Pa,99567.9
2024-06-09 00:20:00,PM2.5,ug/m3,29.6233
2024-06-09 00:20:00,PM10,ug/m3,44.8117
2024-06-09 00:20:00,NO₂,ppm,3.851
2024-06-09 00:20:00,CO,ppm,0.002
2024-06-09 00:40:00,Temperature,°C,13.0658
2024-06-09 00:40:00,Humidity,%,33.8726
2024-06-09 00:40:00,Pressure,Pa,99561.8958
2024-06-09 00:40:00,PM2.5,ug/m3,27.8447
2024-06-09 00:40:00,PM10,ug/m3,42.6711
2024-06-09 00:40:00,NO₂,ppm,3.9047
2024-06-09 00:40:00,CO,ppm,0.002
2024-06-09 01:00:00,Temperature,°C,12.4332
2024-06-09 01:00:00,Humidity,%,35.5979
2024-06-09 01:00:00,Pressure,Pa,99557.4616
2024-06-09 01:00:00,PM2.5,ug/m3,24.7511
2024-06-09 01:00:00,PM10,ug/m3,37.7139
2024-06-09 01:00:00,NO₂,ppm,3.9782
2024-06-09 01:00:00,CO,ppm,0.002
2024-06-09 01:20:00,Temperature,°C,12.3106
2024-06-09 01:20:00,Humidity,%,36.2347
2024-06-09 01:20:00,Pressure,Pa,99545.5329
2024-06-09 01:20:00,PM2.5,ug/m3,20.6029
2024-06-09 01:20:00,PM10,ug/m3,30.9076
2024-06-09 01:20:00,NO₂,ppm,3.9326
2024-06-09 01:20:00,CO,ppm,0.002
2024-06-09 01:40:00,Temperature,°C,11.8367
2024-06-09 01:40:00,Humidity,%,37.4222
2024-06-09 01:40:00,Pressure,Pa,99538.5728
2024-06-09 01:40:00,PM2.5,ug/m3,19.9011
2024-06-09 01:40:00,PM10,ug/m3,29.4494
2024-06-09 01:40:00,NO₂,ppm,3.9682
2024-06-09 01:40:00,CO,ppm,0.002
2024-06-09 02:00:00,Temperature,°C,11.3722
2024-06-09 02:00:00,Humidity,%,38.5344
2024-06-09 02:00:00,Pressure,Pa,99535.4689
2024-06-09 02:00:00,PM2.5,ug/m3,19.3239
2024-06-09 02:00:00,PM10,ug/m3,27.7461
2024-06-09 02:00:00,NO₂,ppm,4.0072
2024-06-09 02:00:00,CO,ppm,0.002
2024-06-09 02:20:00,Temperature,°C,11.0906
2024-06-09 02:20:00,Humidity,%,38.8439
2024-06-09 02:20:00,Pressure,Pa,99523.4461
2024-06-09 02:20:00,PM2.5,ug/m3,19.0911
2024-06-09 02:20:00,PM10,ug/m3,27.7022
2024-06-09 02:20:00,NO₂,ppm,4.0322
2024-06-09 02:20:00,CO,ppm,0.002
2024-06-09 02:40:00,Temperature,°C,10.715
2024-06-09 02:40:00,Humidity,%,39.585
2024-06-09 02:40:00,Pressure,Pa,99510.9033
2024-06-09 02:40:00,PM2.5,ug/m3,19.5788
2024-06-09 02:40:00,PM10,ug/m3,28.2618
2024-06-09 02:40:00,NO₂,ppm,4.0804
2024-06-09 02:40:00,CO,ppm,0.002
2024-06-09 03:00:00,Temperature,°C,10.3574
2024-06-09 03:00:00,Humidity,%,40.5316
2024-06-09 03:00:00,Pressure,Pa,99494.5042
2024-06-09 03:00:00,PM2.5,ug/m3,20.0021
2024-06-09 03:00:00,PM10,ug/m3,27.7274
2024-06-09 03:00:00,NO₂,ppm,4.1046
2024-06-09 03:00:00,CO,ppm,0.002
2024-06-09 03:20:00,Temperature,°C,10.0819
2024-06-09 03:20:00,Humidity,%,41.1363
2024-06-09 03:20:00,Pressure,Pa,99476.0962
2024-06-09 03:20:00,PM2.5,ug/m3,19.9525
2024-06-09 03:20:00,PM10,ug/m3,28.2562
2024-06-09 03:20:00,NO₂,ppm,4.1228
2024-06-09 03:20:00,CO,ppm,0.002
2024-06-09 03:40:00,Temperature,°C,9.7
2024-06-09 03:40:00,Humidity,%,41.9618
2024-06-09 03:40:00,Pressure,Pa,99459.9294
2024-06-09 03:40:00,PM2.5,ug/m3,19.9694
2024-06-09 03:40:00,PM10,ug/m3,28.1888
2024-06-09 03:40:00,NO₂,ppm,4.1775
2024-06-09 03:40:00,CO,ppm,0.002
2024-06-09 04:00:00,Temperature,°C,9.4318
2024-06-09 04:00:00,Humidity,%,42.5312
2024-06-09 04:00:00,Pressure,Pa,99449.1335
2024-06-09 04:00:00,PM2.5,ug/m3,19.4847
2024-06-09 04:00:00,PM10,ug/m3,28.2582
2024-06-09 04:00:00,NO₂,ppm,4.2073
2024-06-09 04:00:00,CO,ppm,0.002
2024-06-09 04:20:00,Temperature,°C,9.2987
2024-06-09 04:20:00,Humidity,%,42.4944
2024-06-09 04:20:00,Pressure,Pa,99436.5587
2024-06-09 04:20:00,PM2.5,ug/m3,19.355
2024-06-09 04:20:00,PM10,ug/m3,27.9588
2024-06-09 04:20:00,NO₂,ppm,4.2145
2024-06-09 04:20:00,CO,ppm,0.002
2024-06-09 04:40:00,Temperature,°C,9.0833
2024-06-09 04:40:00,Humidity,%,43.14
2024-06-09 04:40:00,Pressure,Pa,99417.4207
2024-06-09 04:40:00,PM2.5,ug/m3,19.878
2024-06-09 04:40:00,PM10,ug/m3,27.5893
2024-06-09 04:40:00,NO₂,ppm,4.2136
2024-06-09 04:40:00,CO,ppm,0.002
2024-06-09 05:00:00,Temperature,°C,8.7071
2024-06-09 05:00:00,Humidity,%,44.4559
2024-06-09 05:00:00,Pressure,Pa,99406.8359
2024-06-09 05:00:00,PM2.5,ug/m3,19.2462
2024-06-09 05:00:00,PM10,ug/m3,27.4188
2024-06-09 05:00:00,NO₂,ppm,4.2577
2024-06-09 05:00:00,CO,ppm,0.002
2024-06-09 05:20:00,Temperature,°C,8.3853
2024-06-09 05:20:00,Humidity,%,45.4427
2024-06-09 05:20:00,Pressure,Pa,99393.216
2024-06-09 05:20:00,PM2.5,ug/m3,19.4613
2024-06-09 05:20:00,PM10,ug/m3,27.6827
2024-06-09 05:20:00,NO₂,ppm,4.3097
2024-06-09 05:20:00,CO,ppm,0.002
2024-06-09 05:40:00,Temperature,°C,8.2235
2024-06-09 05:40:00,Humidity,%,45.3988
2024-06-09 05:40:00,Pressure,Pa,99379.1306
2024-06-09 05:40:00,PM2.5,ug/m3,19.3588
2024-06-09 05:40:00,PM10,ug/m3,29.0741
2024-06-09 05:40:00,NO₂,ppm,4.3349
2024-06-09 05:40:00,CO,ppm,0.002
2024-06-09 06:00:00,Temperature,°C,7.9667
2024-06-09 06:00:00,Humidity,%,46.1817
2024-06-09 06:00:00,Pressure,Pa,99366.1428
2024-06-09 06:00:00,PM2.5,ug/m3,21.8339
2024-06-09 06:00:00,PM10,ug/m3,30.3694
2024-06-09 06:00:00,NO₂,ppm,4.406
2024-06-09 06:00:00,CO,ppm,0.002
2024-06-09 06:20:00,Temperature,°C,7.745
2024-06-09 06:20:00,Humidity,%,46.0611
2024-06-09 06:20:00,Pressure,Pa,99352.2106
2024-06-09 06:20:00,PM2.5,ug/m3,20.3572
2024-06-09 06:20:00,PM10,ug/m3,28.4378
2024-06-09 06:20:00,NO₂,ppm,4.4346
2024-06-09 06:20:00,CO,ppm,0.002
2024-06-09 06:40:00,Temperature,°C,7.501
2024-06-09 06:40:00,Humidity,%,46.4735
2024-06-09 06:40:00,Pressure,Pa,99345.0135
2024-06-09 06:40:00,PM2.5,ug/m3,17.7035
2024-06-09 06:40:00,PM10,ug/m3,24.7985
2024-06-09 06:40:00,NO₂,ppm,4.4855
2024-06-09 06:40:00,CO,ppm,0.002
2024-06-09 07:00:00,Temperature,°C,7.3811
2024-06-09 07:00:00,Humidity,%,46.6533
2024-06-09 07:00:00,Pressure,Pa,99341.9706
2024-06-09 07:00:00,PM2.5,ug/m3,18.2272
2024-06-09 07:00:00,PM10,ug/m3,26.0467
2024-06-09 07:00:00,NO₂,ppm,4.5026
2024-06-09 07:00:00,CO,ppm,0.002
2024-06-09 07:20:00,Temperature,°C,7.12
2024-06-09 07:20:00,Humidity,%,47.3147
2024-06-09 07:20:00,Pressure,Pa,99337.3674
2024-06-09 07:20:00,PM2.5,ug/m3,20.8932
2024-06-09 07:20:00,PM10,ug/m3,30.6289
2024-06-09 07:20:00,NO₂,ppm,4.5154
2024-06-09 07:20:00,CO,ppm,0.002
2024-06-09 07:40:00,Temperature,°C,7.0621
2024-06-09 07:40:00,Humidity,%,47.19
2024-06-09 07:40:00,Pressure,Pa,99343.7258
2024-06-09 07:40:00,PM2.5,ug/m3,19.1637
2024-06-09 07:40:00,PM10,ug/m3,29.4153
2024-06-09 07:40:00,NO₂,ppm,4.5636
2024-06-09 07:40:00,CO,ppm,0.002
2024-06-09 08:00:00,Temperature,°C,7.1611
2024-06-09 08:00:00,Humidity,%,46.9947
2024-06-09 08:00:00,Pressure,Pa,99342.3632
2024-06-09 08:00:00,PM2.5,ug/m3,18.3489
2024-06-09 08:00:00,PM10,ug/m3,27.1053
2024-06-09 08:00:00,NO₂,ppm,4.5241
2024-06-09 08:00:00,CO,ppm,0.002
2024-06-09 08:20:00,Temperature,°C,7.2705
2024-06-09 08:20:00,Humidity,%,46.7335
2024-06-09 08:20:00,Pressure,Pa,99342.4105
2024-06-09 08:20:00,PM2.5,ug/m3,19.7415
2024-06-09 08:20:00,PM10,ug/m3,28.8355
2024-06-09 08:20:00,NO₂,ppm,4.5048
2024-06-09 08:20:00,CO,ppm,0.002
2024-06-09 08:40:00,Temperature,°C,7.5863
2024-06-09 08:40:00,Humidity,%,46.6647
2024-06-09 08:40:00,Pressure,Pa,99335.8163
2024-06-09 08:40:00,PM2.5,ug/m3,21.1842
2024-06-09 08:40:00,PM10,ug/m3,30.5368
2024-06-09 08:40:00,NO₂,ppm,4.443
2024-06-09 08:40:00,CO,ppm,0.002
2024-06-09 09:00:00,Temperature,°C,7.8079
2024-06-09 09:00:00,Humidity,%,46.83
2024-06-09 09:00:00,Pressure,Pa,99330.2332
2024-06-09 09:00:00,PM2.5,ug/m3,23.0321
2024-06-09 09:00:00,PM10,ug/m3,34.4068
2024-06-09 09:00:00,NO₂,ppm,4.3856
2024-06-09 09:00:00,CO,ppm,0.002
2024-06-09 09:20:00,Temperature,°C,8.1584
2024-06-09 09:20:00,Humidity,%,45.8668
2024-06-09 09:20:00,Pressure,Pa,99321.71
2024-06-09 09:20:00,PM2.5,ug/m3,21.0053
2024-06-09 09:20:00,PM10,ug/m3,31.7926
2024-06-09 09:20:00,NO₂,ppm,4.355
2024-06-09 09:20:00,CO,ppm,0.002
2024-06-09 09:40:00,Temperature,°C,8.6385
2024-06-09 09:40:00,Humidity,%,44.751
2024-06-09 09:40:00,Pressure,Pa,99298.8685
2024-06-09 09:40:00,PM2.5,ug/m3,19.561
2024-06-09 09:40:00,PM10,ug/m3,30.0375
2024-06-09 09:40:00,NO₂,ppm,4.3394
2024-06-09 09:40:00,CO,ppm,0.002
2024-06-09 10:00:00,Temperature,°C,9.2479
2024-06-09 10:00:00,Humidity,%,44.0647
2024-06-09 10:00:00,Pressure,Pa,99288.4605
2024-06-09 10:00:00,PM2.5,ug/m3,18.9368
2024-06-09 10:00:00,PM10,ug/m3,29.05
2024-06-09 10:00:00,NO₂,ppm,4.2439
2024-06-09 10:00:00,CO,ppm,0.002
2024-06-09 10:20:00,Temperature,°C,9.967
2024-06-09 10:20:00,Humidity,%,42.8025
2024-06-09 10:20:00,Pressure,Pa,99292.0875
2024-06-09 10:20:00,PM2.5,ug/m3,18.2805
2024-06-09 10:20:00,PM10,ug/m3,27.0765
2024-06-09 10:20:00,NO₂,ppm,4.1029
2024-06-09 10:20:00,CO,ppm,0.002
2024-06-09 10:40:00,Temperature,°C,10.8272
2024-06-09 10:40:00,Humidity,%,41.225
2024-06-09 10:40:00,Pressure,Pa,99282.4778
2024-06-09 10:40:00,PM2.5,ug/m3,18.1622
2024-06-09 10:40:00,PM10,ug/m3,28.2178
2024-06-09 10:40:00,NO₂,ppm,3.9912
2024-06-09 10:40:00,CO,ppm,0.002
2024-06-09 11:00:00,Temperature,°C,11.5816
2024-06-09 11:00:00,Humidity,%,40.0058
2024-06-09 11:00:00,Pressure,Pa,99270.8937
2024-06-09 11:00:00,PM2.5,ug/m3,18.0347
2024-06-09 11:00:00,PM10,ug/m3,28.5774
2024-06-09 11:00:00,NO₂,ppm,3.8387
2024-06-09 11:00:00,CO,ppm,0.002
2024-06-09 11:20:00,Temperature,°C,12.4628
2024-06-09 11:20:00,Humidity,%,38.4489
2024-06-09 11:20:00,Pressure,Pa,99257.6772
2024-06-09 11:20:00,PM2.5,ug/m3,18.2272
2024-06-09 11:20:00,PM10,ug/m3,30.4283
2024-06-09 11:20:00,NO₂,ppm,3.7711
2024-06-09 11:20:00,CO,ppm,0.002
2024-06-09 11:40:00,Temperature,°C,13.3411
2024-06-09 11:40:00,Humidity,%,36.4144
2024-06-09 11:40:00,Pressure,Pa,99239.0033
2024-06-09 11:40:00,PM2.5,ug/m3,17.1739
2024-06-09 11:40:00,PM10,ug/m3,30.1683
2024-06-09 11:40:00,NO₂,ppm,3.6732
2024-06-09 11:40:00,CO,ppm,0.002
2024-06-09 12:00:00,Temperature,°C,14.2944
2024-06-09 12:00:00,Humidity,%,34.3678
2024-06-09 12:00:00,Pressure,Pa,99211.9206
2024-06-09 12:00:00,PM2.5,ug/m3,14.8467
2024-06-09 12:00:00,PM10,ug/m3,23.9494
2024-06-09 12:00:00,NO₂,ppm,3.5395
2024-06-09 12:00:00,CO,ppm,0.002
2024-06-09 12:20:00,Temperature,°C,15.2753
2024-06-09 12:20:00,Humidity,%,32.2112
2024-06-09 12:20:00,Pressure,Pa,99185.5459
2024-06-09 12:20:00,PM2.5,ug/m3,15.3918
2024-06-09 12:20:00,PM10,ug/m3,24.7424
2024-06-09 12:20:00,NO₂,ppm,3.4695
2024-06-09 12:20:00,CO,ppm,0.002
2024-06-09 12:40:00,Temperature,°C,16.3537
2024-06-09 12:40:00,Humidity,%,29.2921
2024-06-09 12:40:00,Pressure,Pa,99156.4089
2024-06-09 12:40:00,PM2.5,ug/m3,15.8447
2024-06-09 12:40:00,PM10,ug/m3,24.1163
2024-06-09 12:40:00,NO₂,ppm,3.4289
2024-06-09 12:40:00,CO,ppm,0.002
2024-06-09 13:00:00,Temperature,°C,17.5184
2024-06-09 13:00:00,Humidity,%,26.2142
2024-06-09 13:00:00,Pressure,Pa,99130.5747
2024-06-09 13:00:00,PM2.5,ug/m3,15.7037
2024-06-09 13:00:00,PM10,ug/m3,23.6947
2024-06-09 13:00:00,NO₂,ppm,3.479
2024-06-09 13:00:00,CO,ppm,0.002
2024-06-09 13:20:00,Temperature,°C,18.0395
2024-06-09 13:20:00,Humidity,%,25.8684
2024-06-09 13:20:00,Pressure,Pa,99103.3495
2024-06-09 13:20:00,PM2.5,ug/m3,15.4337
2024-06-09 13:20:00,PM10,ug/m3,22.8163
2024-06-09 13:20:00,NO₂,ppm,3.3268
2024-06-09 13:20:00,CO,ppm,0.002
2024-06-09 13:40:00,Temperature,°C,18.6005
2024-06-09 13:40:00,Humidity,%,25.2232
2024-06-09 13:40:00,Pressure,Pa,99057.9468
2024-06-09 13:40:00,PM2.5,ug/m3,14.4047
2024-06-09 13:40:00,PM10,ug/m3,21.6589
2024-06-09 13:40:00,NO₂,ppm,3.2181
2024-06-09 13:40:00,CO,ppm,0.002
2024-06-09 14:00:00,Temperature,°C,19.1658
2024-06-09 14:00:00,Humidity,%,23.3053
2024-06-09 14:00:00,Pressure,Pa,99025.96
2024-06-09 14:00:00,PM2.5,ug/m3,11.8332
2024-06-09 14:00:00,PM10,ug/m3,17.77
2024-06-09 14:00:00,NO₂,ppm,3.1862
2024-06-09 14:00:00,CO,ppm,0.002
2024-06-09 14:20:00,Temperature,°C,19.8639
